OTU	SA_D070	SA_D061	SA_D080	SA_D063	SA_D075	SA_D053	SA_D057	SA_D078	SA_D062	SA_D068	SA_D060	SA_D076	SA_D071	SA_D085	SA_D059	SA_D058	SA_D067	SA_D098	SA_D097	SA_D066	SA_D072	SA_D065	SA_D064	SA_D090	SA_D089	SA_D091	SA_D073	SA_D079	SA_D074	SA_D084	SA_D077	SA_D096	SA_D069	SA_D083	SA_D056	SA_D054	SA_D095	SA_D081	SA_D086	SA_D100	SA_D088	SA_D092	SA_D093	SA_D055	SA_D099	SA_D082	SA_D094	SA_D087
ASV_6304	0	0	0	0	7127	1452	0	0	0	706	0	1634	0	0	0	0	3528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	430	0	0	0	0
ASV_7614	0	0	0	0	7127	0	0	0	0	0	0	4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1006	0	0	0	0	0	0	0	0	0	0	0	0	2415	0	0	0	0	0	0	0	4648	0	0	0	0	0	0	0	3378	0	0	0	0	0	0	0	0	0	7116	0	0	0	0	0	0	0	0	0
ASV_7048	0	0	0	0	0	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7085	0	0	0	0	0	0	0	0	0	0	0	0
ASV_312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	3875	0	0	1700	0	0	0	0	0	7042	0	0	185	0	0	0	0	0	0
ASV_822	613	0	0	0	0	0	0	0	414	0	0	919	0	0	463	0	331	0	209	0	530	0	480	0	0	0	396	0	1247	1937	0	0	294	0	186	0	0	115	7042	344	2663	0	207	430	274	125	316	228
ASV_1427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1219	0	0	0	7032	0	3952	0	4250	0	0	4368	0	0	0	0	462	579	0	0	801	1053	0
ASV_2664	0	0	2200	2638	0	0	0	1720	0	0	0	0	0	0	0	0	2205	0	0	0	0	3210	0	3028	7009	2742	0	0	0	0	630	0	0	0	0	0	0	0	0	0	3059	1432	0	0	0	0	0	1597
ASV_4008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	0	0	0	0	0	0	0	6997	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3189	3755	0	0	0	0	0	0	0	0	2119	0	0	0	0	0	0	0	0	0	0	0	0	0	883	0	0	0	0	0	0	0	0	0	0	6980	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_5400	0	0	0	0	0	0	0	0	0	1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6980	0	0	0	0	0	0	0	0	573	0	0	0	0
ASV_3952	0	0	0	0	0	3631	5423	0	0	0	0	0	0	0	0	3586	441	804	0	4427	0	6954	0	505	460	0	0	0	0	0	630	0	850	0	0	5314	0	0	0	0	0	0	0	1863	0	0	0	0
ASV_1253	0	0	990	0	0	0	0	0	0	0	0	6947	690	0	0	1345	0	0	0	0	824	0	5284	0	0	0	0	0	0	1722	0	647	0	0	0	0	0	0	1247	1376	6685	0	0	0	1017	651	1053	989
ASV_2560	0	0	0	0	0	0	0	0	6299	0	0	6947	0	0	0	0	0	0	0	0	824	0	2690	0	0	0	1925	0	3860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2388	0	976	0	0	0	0	0	0	3813	0	0	0	0	0	0	0	0	0	0	2310	0	0	0	3911	1264	2818	2151	0	3217	0	0	0	0	0	0	2151	0	0	0	0	0	1155	6943	0	0	350	6179	0
ASV_676	1150	0	5829	0	0	0	0	2715	0	0	0	0	0	0	0	0	0	0	0	6929	2530	0	0	0	0	0	0	2237	2573	0	0	0	0	0	0	0	0	4252	0	0	0	0	0	0	0	6555	4845	0
ASV_3053	0	1658	0	0	0	0	0	0	2818	0	0	0	0	0	1058	0	221	0	0	0	706	0	2018	0	0	0	6906	0	6755	1148	0	0	0	0	223	0	0	0	440	688	0	0	331	1147	0	0	0	0
ASV_4826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6822	0	0	0	0	0	0	0	0	0
ASV_1276	843	0	3960	0	0	0	0	0	0	2402	6804	0	0	0	0	0	441	0	0	2695	2236	0	0	0	0	838	0	694	1367	0	0	934	262	0	4604	0	0	0	0	0	0	970	0	0	0	801	0	0
ASV_1886	0	0	0	0	0	0	0	0	0	0	6804	0	0	0	3702	0	0	1608	0	0	1589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2086	0	0	0	0	0	0	0	0	0	0	6804	0	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	1722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1245	6054	585	440	0	0	0	0	0	1989	6781	0	0	0	0	0	0	1323	0	0	4427	2000	0	1057	0	0	0	0	0	2895	2727	472	0	0	0	0	633	0	919	2054	860	0	554	0	0	0	1051	1685	228
ASV_6070	0	0	0	0	0	0	0	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2271	6779	0	0	0	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2412	0	1171	0	0	0	6535	0	905	2818	0	0	0	517	0	1058	0	662	0	0	2695	0	6776	0	2018	804	0	0	0	563	0	1023	0	0	0	743	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1435	0	0	0	0	0	0	0	0	0	0	0	6742	5692	0	0	0	0	0	0	3657	1765	5528	3939	0	0	0	3057	0	4182	0	0	0	0	0	0	0	0	0	3008	4645	0	0	0	0	1643	1501	1755	0
ASV_898	0	0	0	0	0	0	0	0	0	0	0	6742	0	0	0	0	0	1206	0	0	0	0	961	0	0	0	793	0	724	0	0	647	0	0	0	0	0	0	3595	0	1246	0	0	0	0	0	0	761
ASV_1827	0	0	0	0	0	0	0	2534	5636	0	0	0	0	0	0	0	0	0	0	6737	0	0	0	0	0	0	0	0	2332	0	0	0	0	0	0	4049	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1959	0	0	0	4899	0	0	2712	0	3978	0	0	0	0	0	1719	0	0	0	0	0	0	0	6726	0	0	0	0	0	0	0	0	0	0	0	594	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2325	4062	0	0	3015	4934	0	0	0	0	0	0	2860	0	0	0	6724	0	0	0	0	0	0	2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1207	0	2237	1360	0	579	0	1956	801	562	989
ASV_2971	5748	0	3080	0	0	0	0	0	0	1271	0	0	0	0	0	6724	0	0	0	0	1000	0	0	1135	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0
ASV_2012	0	0	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6710	1813	0	0	0	3052	0	0	4259
ASV_4398	0	0	0	0	0	0	0	0	0	0	0	0	0	6672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2727	0	0	0	0	0	0	0	0	2641	0	0	0	0	0	0	0	0	0
ASV_4081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110	0	0	0	0	0	0
ASV_3523	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	6616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	6613	0	0	1051	5266	0
ASV_4271	0	0	0	0	0	1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6604	0	1411	0	0	0	0	0	0	0	0	1863	0	0	0	0
ASV_538	0	0	0	0	0	0	0	0	0	0	3711	1226	0	0	0	0	0	0	0	0	765	0	0	0	0	0	0	0	0	6601	0	0	785	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_958	0	0	6599	0	0	0	0	0	0	0	0	0	0	4214	0	0	0	1407	1983	0	177	0	0	631	0	914	0	3935	0	0	0	3593	0	0	0	0	3360	3505	1174	0	1473	139	2976	0	1487	2552	3862	0
ASV_4205	0	0	1430	0	0	0	0	0	0	0	0	0	517	0	0	0	0	0	0	0	6590	0	0	0	0	457	0	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4932	0	0	0	0	0	0	0	0	0	0	4948	0	0	0	0	0	0	0	0	0	6590	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1201	0	0	4509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2310	412	0	0	5929	0	0	679	0	1528	0	0	2443	0	0	0	6579	0	0	734	2753	567	1524	0	0	0	2152	772	0
ASV_539	0	0	770	0	0	0	0	0	0	1413	0	0	4657	4214	0	0	0	0	0	0	647	0	0	1135	0	0	6567	0	1367	3301	0	0	0	4348	0	0	0	0	4622	860	0	185	0	0	3365	0	0	0
ASV_1782	153	0	0	0	0	0	0	0	0	0	0	0	6554	0	0	0	662	0	0	0	941	0	1441	0	0	2209	0	0	0	0	0	0	0	0	0	1265	0	0	0	0	0	831	0	0	0	0	0	0
ASV_2913	0	1463	0	0	0	0	0	0	0	0	0	0	6554	0	0	0	0	0	0	0	1942	0	0	0	0	0	2151	0	2011	0	0	934	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	0	0
ASV_2509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2734	1866	0	0	0	4348	0	0	1568	0	0	6538	4872	0	0	0	4773	0	0	3879
ASV_3541	0	0	0	0	4934	0	0	0	0	0	0	6538	0	0	0	0	0	0	0	0	0	0	2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2409	1133	0	0	0	783	0	0	0
ASV_3865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1005	0	0	0	0	0	3532	0	0	0	0	0	0	0	1940	0	0	0	0	0	0	0	6538	0	2263	0	0	0	0	1264	0
ASV_5304	0	0	0	0	1645	0	0	0	0	0	0	6538	0	0	0	0	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	340	0	0	0	0	0	0	0
ASV_9489	0	0	0	0	3290	0	0	0	0	0	0	6538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0
ASV_15769	0	0	0	0	0	6535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3279	4598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6595	0	0	1650	0	0	0	0	0	0	6498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1889	2452	0	990	0	0	0	0	1177	2321	1413	1237	0	517	0	0	3586	0	0	0	1732	6472	0	0	1514	0	0	0	617	483	0	708	0	262	0	223	0	0	287	0	0	906	0	248	0	0	651	0	0
ASV_323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	0	6458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3677	2146	0	0	0	0	0	0	0	0	0	0	0	0	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	587	0	6458	0	0	0	470	0	0	3042
ASV_647	1073	0	2530	0	0	0	0	0	0	0	0	3882	0	0	0	0	0	0	0	0	0	0	0	2523	0	0	0	0	1367	0	0	0	0	0	668	6453	0	0	0	2753	0	1155	0	0	0	851	1053	0
ASV_1027	1303	2146	880	2450	0	0	0	272	995	5933	1856	3678	2760	0	1455	0	1544	2413	3653	0	1412	713	6437	0	0	0	3283	0	2734	2727	472	1724	5688	2965	743	633	1680	0	2274	2237	2719	0	0	1863	0	600	772	1597
ASV_1680	0	878	0	2827	1645	0	0	0	332	0	0	1226	345	0	0	0	221	0	0	0	0	713	6437	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	220	0	1020	0	0	0	157	0	0	0
ASV_1938	0	0	0	0	0	0	0	0	2818	0	0	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	1472	0	6434	0	0	0	0	0	0	0	0	0	2861	0	0	0	0	0	0	0	0	0
ASV_5263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4415	6434	0	0	0	0	0	1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_306	511	0	696	627	0	0	3617	1025	608	848	1754	1498	1609	0	0	6426	698	0	0	3336	1530	2437	2274	0	0	0	490	0	1045	621	289	455	262	0	668	0	299	2490	244	0	0	0	4106	0	209	2102	4190	355
ASV_10501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2438	0	0	0	0	0	0	0	1358	0	0	0	1430	0	0	0	0	0	0	0	6352	0	357	0	3280	0	0	0	1312	1689	3301	0	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	1615	0
ASV_6477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1575	0	1171	0	0	0	0	0	996	0	0	0	1430	1380	0	6347	0	0	0	0	2502	0	0	0	1514	1149	0	793	0	0	0	472	0	262	0	0	0	0	575	0	0	0	0	0	0	0	150	0	0
ASV_3632	0	0	0	0	0	0	0	0	0	0	4021	0	0	0	6347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1285	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6326	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1108	0	0	0	0	0	0	0	0	0	0	0	0	0	6321	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1907	0	0	0	0	0	0	0	0	0
ASV_1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2118	0	0	0	0	0	0	0	2573	6314	0	0	0	0	0	0	0	0	4695	0	4192	0	0	0	0	0	0	0
ASV_149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	0	6314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2720	0	0	0	0	0	0	0	0	0	0	0	0	1207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6314	0	0	0	2570	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1793	0	0	0	0	0	0	0	0	919	228	0	0	0	0	0	431	523	0	6312	0	0	0	0	0	0	0	0	860	0	0	983	0
ASV_1903	0	0	0	2167	6305	0	0	0	0	0	0	5618	0	0	0	0	0	0	0	0	0	0	2114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1133	0	0	0	0	0	0	0
ASV_1129	6208	0	660	0	0	0	0	0	0	0	0	0	0	0	0	6276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	719	0	0	0	0	1436	0	0	0	0	0	0	0	4654	0	0
ASV_1947	0	0	0	5276	0	0	1627	0	0	0	0	0	0	0	0	2017	0	0	0	0	0	0	6245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2556	6208	0	990	0	0	0	0	0	0	0	0	0	0	0	0	1345	0	0	0	1732	1118	0	0	0	0	0	0	0	3217	861	0	0	327	0	0	0	0	460	0	0	0	185	0	0	0	801	1053	0
ASV_2864	0	683	0	0	0	0	0	362	0	0	0	0	1035	0	1190	0	0	0	0	4812	1236	0	576	378	0	914	0	0	1045	0	866	0	0	0	0	6200	0	402	0	0	0	693	0	0	0	0	211	0
ASV_1393	0	0	1320	0	0	0	0	0	0	0	6185	0	0	0	0	0	441	0	0	0	1942	0	0	0	0	0	0	0	0	1148	0	503	785	0	3119	0	0	0	0	0	0	0	0	0	0	450	0	0
ASV_877	0	0	0	0	0	0	0	0	2818	0	6185	0	0	0	0	0	0	0	0	0	1059	3744	1345	0	0	838	2151	0	2171	0	0	0	1962	1087	4158	2151	2128	0	5208	0	4079	0	1488	3440	1174	1801	1615	1749
ASV_1412	0	683	3080	0	0	0	0	724	2155	1271	0	0	0	0	0	2914	6175	0	0	4812	0	2853	0	0	575	762	1698	694	1367	0	787	0	981	0	1485	2151	0	1666	1761	0	0	554	579	1863	0	2602	562	0
ASV_163	0	0	0	0	0	0	0	0	0	0	0	2452	345	0	0	2241	0	0	0	0	1412	0	0	0	0	0	0	0	483	6171	0	0	0	0	1040	0	0	0	514	0	453	0	0	0	0	0	0	0
ASV_1600	0	195	1650	0	0	0	0	634	0	0	0	0	517	0	0	0	0	0	418	6159	0	1070	0	0	0	0	906	849	4101	431	472	359	0	494	0	1645	0	0	2494	0	0	416	0	0	0	0	0	0
ASV_1358	0	683	0	0	0	0	0	0	912	0	0	0	0	6146	0	0	0	0	0	0	0	0	0	0	0	0	4868	0	1890	0	0	0	0	0	0	0	0	0	3998	0	0	0	0	0	0	0	0	0
ASV_462	0	3415	0	0	0	0	0	0	6133	2684	0	0	0	0	0	0	0	0	0	5582	0	0	0	0	0	0	0	0	1126	0	1495	0	0	0	1782	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_678	1073	4000	1210	0	0	0	0	815	6133	0	0	0	5347	0	1719	0	0	0	2714	5005	3707	0	2402	3154	1609	0	3057	0	5871	4162	1102	1006	0	2273	0	1012	0	862	4548	0	1926	369	1819	0	0	1001	3371	0
ASV_1118	0	0	0	0	4934	0	0	0	0	0	0	6129	0	0	0	0	441	0	0	0	0	0	961	0	230	0	226	0	563	0	0	216	0	0	0	0	448	460	1247	688	2946	0	1075	0	704	400	702	837
ASV_1374	0	0	0	0	3290	0	0	0	0	0	0	6129	1207	0	529	0	0	0	0	1540	0	1248	480	0	0	0	793	0	483	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0
ASV_1406	0	0	0	0	0	0	0	543	0	0	0	6129	0	0	0	0	0	0	0	0	0	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	0
ASV_2537	0	0	0	0	0	0	0	0	0	0	0	6129	1035	0	0	0	0	0	0	0	1236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4982	0	0	0	0	0	0	0	0	0	0	0	6129	0	0	0	0	0	0	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1246	0	0	0	235	0	140	684
ASV_5338	0	0	0	0	0	0	0	0	0	0	0	0	862	0	529	0	0	0	0	0	0	0	0	0	0	0	6114	0	3539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_6150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	835	0	0	0	0	0	0	0	6114	0	2171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3160	0	0	660	0	0	0	0	0	0	0	2783	0	1035	0	0	0	0	0	0	0	4766	0	0	0	0	0	0	0	6112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1279	0	0	0	0	0	0	0	0	2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3780	0	0	0	0	0	0	0	0	0	0	4129	0	0	0	0	0	0	6109	0
ASV_2060	0	0	1760	0	0	0	0	0	2818	0	0	0	0	0	0	1121	0	0	0	1925	0	0	961	0	0	914	0	0	1608	0	630	431	0	0	965	0	0	460	6089	0	0	323	0	3010	0	500	562	0
ASV_9486	0	0	0	0	0	0	0	0	0	6075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1962	1533	0	0	0	0	0	0	6064	0	0	0	0	0	0	0	0	0	0	0	0	1589	0	0	2271	0	0	0	0	965	0	1732	0	0	0	0	0	0	402	0	0	0	0	1157	0	0	1201	843	0
ASV_9921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1155	0	6063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2469	0	0	1430	0	0	0	0	0	0	3108	1856	0	0	0	0	0	0	0	0	0	6060	0	0	0	0	0	0	1003	0	1866	0	934	523	494	1856	0	0	0	0	0	0	508	0	0	0	0	0	0
ASV_271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6055	3217	0	0	0	0	0	2755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6052	0	0	2714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2228	0	2016	0	0	0	0	0	0	0	0	0	0	0
ASV_863	4368	0	0	0	0	0	0	0	0	4097	3711	0	0	0	264	6052	0	0	0	1155	3060	0	0	0	0	0	0	0	0	1292	0	0	588	0	3045	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_4160	0	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	402	0	0	177	0	0	0	0	0	0	0	0	0	0	144	262	0	1559	0	0	0	0	0	0	6050	0	0	0	0	211	0
ASV_1210	920	1756	880	0	0	0	0	1177	0	283	0	2860	1380	0	0	0	551	1206	626	0	2707	0	0	757	0	0	1925	309	6032	2009	551	2012	0	1581	0	0	1344	0	4622	0	0	231	1075	0	0	1001	0	0
ASV_3957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6032	2714	0	0	0	0	0	0	0	0	0	0	0	1181	0	0	0	0	0	0	0	2201	0	0	0	0	0	0	0	0	0
ASV_1432	0	0	0	3957	6031	0	0	0	0	0	0	2860	0	0	0	0	0	0	0	0	0	0	1729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5850	4532	0	0	0	3600	0	0	5324
ASV_2159	0	0	0	0	6031	0	0	0	0	0	0	0	0	0	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_564	1188	0	2695	0	0	0	0	1403	0	5863	0	3065	0	0	0	0	0	0	0	3946	2177	0	0	2208	0	0	0	1157	0	6027	0	1617	0	0	1077	0	0	0	0	1634	1360	647	1447	0	0	1101	1896	0
ASV_5042	0	0	0	0	0	0	0	0	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2493	574	0	0	0	0	0	0	0	0	6015	0	0	0	0	0	0	0	0	0
ASV_1514	0	0	0	0	0	0	0	0	4310	3108	0	0	0	0	2645	4259	0	0	0	0	6001	0	1922	0	0	0	0	0	4664	0	0	0	1308	0	1485	0	0	0	3888	0	0	0	0	0	1096	0	0	0
ASV_3793	0	1073	0	0	0	0	0	0	0	0	0	0	1897	5970	3835	0	0	0	2088	0	0	0	0	0	0	0	0	0	0	0	0	1653	0	0	0	0	0	977	0	0	0	0	0	0	0	0	0	0
ASV_4561	0	0	0	0	0	0	0	0	0	0	0	0	0	5970	0	0	0	0	0	0	0	0	0	0	0	0	2264	0	0	0	0	0	0	0	0	0	0	0	2568	0	0	0	0	0	0	0	0	0
ASV_1825	1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5967	0	0	0	0	0	457	0	0	0	0	315	0	588	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_3550	0	0	0	0	0	0	0	1720	5967	0	0	0	0	0	0	0	0	0	0	5197	0	0	0	4163	2298	0	0	0	3056	0	708	0	915	0	0	0	0	0	660	0	0	0	0	0	0	0	0	0
ASV_944	0	0	0	0	0	0	0	0	0	0	0	0	1207	0	0	0	0	1675	0	0	5962	0	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	860	0	200	0	0	0	0	0	0
ASV_1873	460	0	0	377	0	0	0	0	995	0	0	2043	0	0	0	0	551	0	0	1925	1883	0	2402	0	0	0	1698	0	5951	1148	236	0	523	0	0	0	0	0	1687	688	0	0	0	0	0	250	0	0
ASV_2890	0	0	0	0	0	0	0	0	0	0	0	0	0	1405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5951	574	0	0	0	0	223	0	0	0	1834	0	0	0	0	0	0	0	0	0
ASV_2419	0	0	0	0	3290	0	0	0	0	0	0	2452	0	0	0	0	0	0	0	0	0	0	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3269	2153	0	0	0	5947	0	0	2282
ASV_2311	0	0	0	0	4934	0	0	0	0	0	0	5925	0	0	0	0	0	0	0	0	0	0	1922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100	1893	2040	0	0	0	0	0	0	0
ASV_1883	0	293	0	0	5483	0	0	181	0	0	0	5312	1207	0	397	0	0	0	0	0	294	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1320	2065	5892	0	0	0	470	100	0	532
ASV_134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_2036	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3657	0	5884	0	0	0	0	0	0	0	2153	0	216	0	3261	0	0	0	2356	0	0	0	0	0	0	0	1251	0	0
ASV_3747	0	3122	0	0	0	0	0	0	1823	0	0	0	0	0	2248	0	4741	0	0	1732	0	5884	0	0	0	0	2151	0	1206	0	945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1236	0	0	1514	0	0	0	0	0	5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	5884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
